Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Rec Yds,Y/Rec,Rec TD,Rec 1D,Rec Lng,Rec/G,Rec Y/G,Ctch%,Y/Tgt,Att,Rush Yds,Rush TD,Rush 1D,Rush Lng,Rush Y/A,Rush Y/G,Rush A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Player ID
296,Danny Woodhead,SDG,31,RB,2,1,8,6,35,5.8,1,2,12,3.0,17.5,75.0%,4.4,19,116,0,6,23,6.1,58.0,9.5,25,6.0,151,1,0,WoodDa02
297,Josh Hill,NOR,26,TE,9,8,22,15,149,9.9,1,6,35,1.7,16.6,68.2%,6.8,,,,0,,,,,15,9.9,149,1,0,HillJo02
298,Bennie Fowler,DEN,25,WR,13,0,24,11,145,13.2,2,5,76,0.8,11.2,45.8%,6.0,,,,0,,,,,11,13.2,145,2,0,FowlBe00
299,Freddie Martino,TAM,25,WR,13,0,11,8,142,17.8,1,5,43,0.6,10.9,72.7%,12.9,,,,0,,,,,8,17.8,142,1,0,MartFr00
300,Walt Powell,BUF,25,WR,9,2,25,14,142,10.1,0,7,35,1.6,15.8,56.0%,5.7,,,,0,,,,,14,10.1,142,0,0,PoweWa00
301,Jeff Heuerman,DEN,24,TE,12,2,17,9,141,15.7,0,7,31,0.8,11.8,52.9%,8.3,,,,0,,,,,9,15.7,141,0,0,HeueJe00
302,Tanner McEvoy,SEA,23,TE,14,0,11,9,140,15.6,2,7,42,0.6,10.0,81.8%,12.7,,,,0,,,,,9,15.6,140,2,0,McEvTa01
303,Akeem Hunt,HOU,23,RB,8,0,4,3,29,9.7,0,1,24,0.4,3.6,75.0%,7.3,20,109,0,5,19,5.5,13.6,2.5,23,6.0,138,0,2,HuntAk01
304,Alex Smith*,KAN,32,QB,15,15,1,1,3,3.0,0,0,3,0.1,0.2,100.0%,3.0,48,134,5,11,24,2.8,8.9,3.2,49,2.8,137,5,7,SmitAl03
305,Ed Dickson,CAR,29,TE,16,8,19,10,134,13.4,1,7,28,0.6,8.4,52.6%,7.1,,,,0,,,,,10,13.4,134,1,0,DickEd00
306,Arian Foster,MIA,30,RB,4,2,10,6,78,13.0,0,2,50,1.5,19.5,60.0%,7.8,22,55,0,3,9,2.5,13.8,5.5,28,4.8,133,0,1,FostAr00
307,Chris Harper,SFO,23,WR,9,2,21,13,133,10.2,0,6,19,1.4,14.8,61.9%,6.3,,,,0,,,,,13,10.2,133,0,0,HarpCh01
308,Jeff Janis,GNB,25,WR,16,1,19,11,93,8.5,1,4,25,0.7,5.8,57.9%,4.9,2,38,1,2,19,19.0,2.4,0.1,13,10.1,131,2,0,JaniJe00
309,Jaelen Strong,HOU,22,WR,8,2,24,14,131,9.4,0,4,36,1.8,16.4,58.3%,5.5,,,,0,,,,,14,9.4,131,0,0,StroJa01
310,Ryan Fitzpatrick,NYJ,34,QB,14,11,0,0,0,,0,0,0,0.0,0.0,0.0%,,33,130,0,7,14,3.9,9.3,2.4,33,3.9,130,0,9,FitzRy00
311,Lucky Whitehead,DAL,24,WR,15,1,3,3,48,16.0,0,2,35,0.2,3.2,100.0%,16.0,10,82,0,4,26,8.2,5.5,0.7,13,10.0,130,0,3,WhitLu00
312,Luke Willson,SEA,26,TE,11,6,21,15,129,8.6,2,7,19,1.4,11.7,71.4%,6.1,,,,0,,,,,15,8.6,129,2,0,WillLu00
313,Josh Huff,2TM,25,WR,10,2,23,16,113,7.1,1,0,17,1.6,11.3,69.6%,4.9,4,15,0,0,10,3.8,1.5,0.4,20,6.4,128,1,0,HuffJo00
314,Seth Devalve,CLE,23,TE,12,2,12,10,127,12.7,2,6,25,0.8,10.6,83.3%,10.6,,,,0,,,,,10,12.7,127,2,0,DevaSe00
315,Andre Holmes,OAK,28,WR,16,2,25,14,126,9.0,3,9,23,0.9,7.9,56.0%,5.0,,,,0,,,,,14,9.0,126,3,0,HolmAn00
316,Paul Turner,PHI,23,WR,4,2,14,9,126,14.0,0,6,41,2.3,31.5,64.3%,9.0,,,,0,,,,,9,14.0,126,0,0,TurnPa01
317,Daniel Brown,2TM,24,WR,8,3,20,16,124,7.8,1,0,12,2.0,15.5,80.0%,6.2,,,,0,,,,,16,7.8,124,1,0,BrowDa04
318,Antone Smith,TAM,31,RB,3,0,9,6,77,12.8,0,2,30,2.0,25.7,66.7%,8.6,10,47,0,2,8,4.7,15.7,3.3,16,7.8,124,0,2,SmitAn01
319,Orleans Darkwa,NYG,24,RB,10,2,4,2,12,6.0,0,0,9,0.2,1.2,50.0%,3.0,30,111,2,7,17,3.7,11.1,3.0,32,3.8,123,2,0,DarkOr00
320,Demetrius Harris,KAN,25,WR,16,11,31,17,123,7.2,1,8,13,1.1,7.7,54.8%,4.0,,,,0,,,,,17,7.2,123,1,1,HarrDe03
321,Jerell Adams,NYG,24,TE,13,2,21,16,122,7.6,1,8,14,1.2,9.4,76.2%,5.8,,,,0,,,,,16,7.6,122,1,1,AdamJe01
322,Xavier Grimble,PIT,24,TE,13,2,21,11,118,10.7,2,8,20,0.8,9.1,52.4%,5.6,,,,0,,,,,11,10.7,118,2,0,GrimXa00
323,Brock Osweiler,HOU,26,QB,15,14,1,1,-14,-14.0,0,0,-6,0.1,-0.9,100.0%,-14.0,30,131,2,14,21,4.4,8.7,2.0,31,3.8,117,2,5,OsweBr00
324,Matt Ryan*+,ATL,31,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,35,117,0,13,18,3.3,7.3,2.2,35,3.3,117,0,4,RyanMa00
325,Arrelious Benn,JAX,28,WR,15,0,10,5,116,23.2,1,3,51,0.3,7.7,50.0%,11.6,,,,0,,,,,5,23.2,116,1,0,BennAr00
326,Nick O'Leary,BUF,24,RB,16,7,14,9,114,12.7,0,5,28,0.6,7.1,64.3%,8.1,,,,0,,,,,9,12.7,114,0,0,OLeaNi00
327,Neal Sterling,JAX,24,WR,10,1,16,12,110,9.2,0,6,17,1.2,11.0,75.0%,6.9,,,,0,,,,,12,9.2,110,0,0,SterNe00
328,John Kuhn,NOR,34,FB,16,3,20,16,70,4.4,1,5,11,1.0,4.4,80.0%,3.5,18,37,4,12,4,2.1,2.3,1.1,34,3.1,107,5,0,KuhnJo00
329,Pharoh Cooper,LAR,21,WR,10,3,20,14,106,7.6,0,5,23,1.4,10.6,70.0%,5.3,,,,0,,,,,14,7.6,106,0,0,CoopPh00
330,Kevin Hogan,CLE,24,QB,4,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,105,1,5,28,13.1,26.3,2.0,8,13.1,105,1,0,HogaKe00
331,Darren McFadden,DAL,29,RB,3,1,5,3,17,5.7,0,1,11,1.0,5.7,60.0%,3.4,24,87,0,5,24,3.6,29.0,8.0,27,3.9,104,0,0,McFaDa00
332,James Wright,CIN,25,WR,13,2,19,13,106,8.2,0,7,15,1.0,8.2,68.4%,5.6,2,-6,0,1,2,-3.0,-0.5,0.2,15,6.7,100,0,0,WrigJa03
333,Braxton Miller,HOU,24,WR,10,6,28,15,99,6.6,1,6,12,1.5,9.9,53.6%,3.5,3,0,0,0,1,0.0,0.0,0.3,18,5.5,99,1,0,MillBr03
334,Roger Lewis,NYG,23,WR,13,1,19,7,97,13.9,2,4,30,0.5,7.5,36.8%,5.1,,,,0,,,,,7,13.9,97,2,0,LewiRo03
335,Kirk Cousins*,WAS,28,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,34,96,4,14,19,2.8,6.0,2.1,34,2.8,96,4,9,CousKi00
336,Chris Johnson,ARI,31,RB,4,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,25,95,1,5,18,3.8,23.8,6.3,25,3.8,95,1,0,JohnCh04
337,Jonathan Williams,BUF,22,RB,11,0,2,1,0,0.0,0,0,0,0.1,0.0,50.0%,0.0,27,94,1,6,20,3.5,8.5,2.5,28,3.4,94,1,2,WillJo07
338,Stephen Anderson,HOU,23,TE,13,0,16,11,93,8.5,1,6,14,0.8,7.2,68.8%,5.8,,,,0,,,,,11,8.5,93,1,0,AndeSt01
339,T.J. Jones,DET,24,WR,3,0,14,5,93,18.6,0,2,36,1.7,31.0,35.7%,6.6,,,,0,,,,,5,18.6,93,0,0,JoneT.00
340,Larry Donnell,NYG,28,TE,14,6,22,15,92,6.1,1,3,15,1.1,6.6,68.2%,4.2,,,,0,,,,,15,6.1,92,1,1,DonnLa00
341,Tyler Kroft,CIN,24,TE,14,11,12,10,92,9.2,0,3,21,0.7,6.6,83.3%,7.7,,,,0,,,,,10,9.2,92,0,0,KrofTy00
342,Fitzgerald Toussaint,PIT,26,RB,16,0,3,3,33,11.0,0,2,15,0.2,2.1,100.0%,11.0,14,58,0,2,16,4.1,3.6,0.9,17,5.4,91,0,0,TousFi00
343,Greg Salas,BUF,28,WR,2,1,6,4,89,22.3,1,3,71,2.0,44.5,66.7%,14.8,,,,0,,,,,4,22.3,89,1,0,SalaGr00
344,Aaron Burbridge,SFO,23,WR,16,3,16,7,88,12.6,0,5,24,0.4,5.5,43.8%,5.5,,,,0,,,,,7,12.6,88,0,1,BurbAa00
345,Reggie Bush,BUF,31,RB,13,0,10,7,90,12.9,0,6,25,0.5,6.9,70.0%,9.0,12,-3,1,3,5,-0.3,-0.2,0.9,19,4.6,87,1,1,BushRe00
346,Tommylee Lewis,NOR,24,WR,12,1,11,7,76,10.9,0,4,26,0.6,6.3,63.6%,6.9,3,11,0,1,7,3.7,0.9,0.3,10,8.7,87,0,2,LewiTo00
347,Bryce Treggs,PHI,22,WR,9,1,12,3,80,26.7,0,3,58,0.3,8.9,25.0%,6.7,2,7,0,2,4,3.5,0.8,0.2,5,17.4,87,0,0,TregBr00
348,Derek Watt,SDG,24,RB,16,2,4,4,83,20.8,0,2,53,0.3,5.2,100.0%,20.8,2,4,0,2,2,2.0,0.3,0.1,6,14.5,87,0,0,WattDe00
349,Andre Williams,SDG,24,RB,1,0,2,0,0,,0,0,0,0.0,0.0,0.0%,0.0,18,87,0,6,14,4.8,87.0,18.0,18,4.8,87,0,0,WillAn00
350,Blake Bell,SFO,25,TE,13,0,9,4,85,21.3,0,2,45,0.3,6.5,44.4%,9.4,,,,0,,,,,4,21.3,85,0,0,BellBl00
351,Malcolm Brown,LAR,23,RB,16,0,3,3,46,15.3,0,2,26,0.2,2.9,100.0%,15.3,18,39,0,1,10,2.2,2.4,1.1,21,4.0,85,0,1,BrowMa03
352,Tyler Higbee,LAR,23,TE,16,7,29,11,85,7.7,1,3,31,0.7,5.3,37.9%,2.9,,,,0,,,,,11,7.7,85,1,0,HigbTy00
353,Andre Johnson,TEN,35,WR,8,4,22,9,85,9.4,2,4,20,1.1,10.6,40.9%,3.9,,,,0,,,,,9,9.4,85,2,0,JohnAn02
354,Darren Waller,BAL,24,WR,12,3,17,10,85,8.5,2,7,15,0.8,7.1,58.8%,5.0,,,,0,,,,,10,8.5,85,2,0,WallDa01
355,Jacoby Brissett,NWE,24,QB,3,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,83,1,5,27,5.2,27.7,5.3,16,5.2,83,1,3,BrisJa00
356,Anthony Fasano,TEN,32,TE,16,10,13,8,83,10.4,2,6,17,0.5,5.2,61.5%,6.4,,,,0,,,,,8,10.4,83,2,0,FasaAn00
357,Brittan Golden,ARI,28,WR,12,1,14,8,82,10.3,1,4,22,0.7,6.8,57.1%,5.9,,,,0,,,,,8,10.3,82,1,1,GoldBr00
358,Mack Brown,WAS,25,DB,9,0,1,1,-2,-2.0,0,0,-2,0.1,-0.2,100.0%,-2.0,8,82,1,1,61,10.3,9.1,0.9,9,8.9,80,1,0,BrowMa02
359,David Johnson,PIT,29,TE,16,5,11,7,80,11.4,0,5,26,0.4,5.0,63.6%,7.3,,,,0,,,,,7,11.4,80,0,0,JohnDa05
360,Adrian Peterson,MIN,31,RB,3,3,6,3,8,2.7,0,0,7,1.0,2.7,50.0%,1.3,37,72,0,3,13,1.9,24.0,12.3,40,2.0,80,0,1,PeteAd01
361,Rashard Higgins,CLE,22,WR,16,0,12,6,77,12.8,0,5,19,0.4,4.8,50.0%,6.4,,,,0,,,,,6,12.8,77,0,0,HiggRa00
362,Johnny Holton,OAK,26,WR,15,0,3,2,34,17.0,0,2,30,0.1,2.3,66.7%,11.3,6,43,0,2,29,7.2,2.9,0.4,8,9.6,77,0,1,HoltJo00
363,Andy Janovich,DEN,23,RB,11,5,7,5,44,8.8,0,4,13,0.5,4.0,71.4%,6.3,4,33,1,2,28,8.3,3.0,0.4,9,8.6,77,1,0,JanoAn00
364,Ryan Grant,WAS,26,WR,16,1,19,9,76,8.4,0,6,17,0.6,4.8,47.4%,4.0,,,,0,,,,,9,8.4,76,0,0,GranRy01
365,Cody Latimer,DEN,24,WR,12,1,15,8,76,9.5,0,6,16,0.7,6.3,53.3%,5.1,,,,0,,,,,8,9.5,76,0,0,LatiCo00
366,Mike Davis,SFO,23,WR,8,1,5,3,25,8.3,0,0,10,0.4,3.1,60.0%,5.0,19,50,1,4,8,2.6,6.3,2.4,22,3.4,75,1,1,DaviMi01
367,Wendall Williams,HOU,26,WR,3,0,7,4,75,18.8,0,3,32,1.3,25.0,57.1%,10.7,,,,0,,,,,4,18.8,75,0,0,WillWe00
368,Byron Marshall,PHI,22,RB,3,0,5,3,10,3.3,0,1,7,1.0,3.3,60.0%,2.0,19,64,0,6,12,3.4,21.3,6.3,22,3.4,74,0,0,MarsBy01
369,Marcel Reece,SEA,31,WR,4,0,5,5,73,14.6,0,2,31,1.3,18.3,100.0%,14.6,2,0,0,0,0,0.0,0.0,0.5,7,10.4,73,0,0,ReecMa00
370,Michael Campanaro,BAL,25,WR,3,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,3,72,0,3,39,24.0,24.0,1.0,3,24.0,72,0,0,CampMi02
371,John Phillips,2TM,29,TE,16,7,15,10,72,7.2,1,0,16,0.6,4.5,66.7%,4.8,,,,0,,,,,10,7.2,72,1,0,PhilJo00
372,Alex Erickson,CIN,24,WR,16,0,8,6,71,11.8,0,3,20,0.4,4.4,75.0%,8.9,,,,0,,,,,6,11.8,71,0,3,EricAl01
373,Crockett Gillmore,BAL,25,TE,7,5,14,8,71,8.9,1,5,22,1.1,10.1,57.1%,5.1,,,,0,,,,,8,8.9,71,1,0,GillCr00
374,Derek Carr*,OAK,25,QB,15,15,0,0,0,,0,0,0,0.0,0.0,0.0%,,39,70,0,5,13,1.8,4.7,2.6,39,1.8,70,0,5,CarrDe02
375,Jerome Felton,BUF,30,RB,15,4,9,6,57,9.5,0,4,22,0.4,3.8,66.7%,6.3,8,13,0,5,6,1.6,0.9,0.5,14,5.0,70,0,0,FeltJe00
376,Keith Mumphery,HOU,24,WR,11,3,12,10,69,6.9,0,2,11,0.9,6.3,83.3%,5.8,,,,0,,,,,10,6.9,69,0,0,MumpKe00
377,Geoff Swaim,DAL,23,TE,9,6,8,6,69,11.5,0,4,28,0.7,7.7,75.0%,8.6,,,,0,,,,,6,11.5,69,0,0,SwaiGe00
378,C.J. Spiller,2TM,29,RB,6,0,13,6,50,8.3,1,0,24,1.0,8.3,46.2%,3.8,6,18,0,0,13,3.0,3.0,1.0,12,5.7,68,1,1,SpilC.00
379,Jarius Wright,MIN,27,WR,8,1,14,11,67,6.1,1,5,11,1.4,8.4,78.6%,4.8,,,,0,,,,,11,6.1,67,1,0,WrigJa02
380,Josh Doctson,WAS,24,WR,2,0,6,2,66,33.0,0,1,57,1.0,33.0,33.3%,11.0,,,,0,,,,,2,33.0,66,0,0,DoctJo00
381,Maurice Harris,WAS,24,WR,10,0,12,8,66,8.3,0,4,15,0.8,6.6,66.7%,5.5,,,,0,,,,,8,8.3,66,0,1,HarrMa05
382,Chris Moore,BAL,23,WR,15,0,16,7,46,6.6,0,2,13,0.5,3.1,43.8%,2.9,3,19,0,1,10,6.3,1.3,0.2,10,6.5,65,0,1,MoorCh00
383,Tom Brady*,NWE,39,QB,12,12,0,0,0,,0,0,0,0.0,0.0,0.0%,,28,64,0,11,15,2.3,5.3,2.3,28,2.3,64,0,5,BradTo00
384,De'Anthony Thomas,KAN,23,RB,12,0,9,7,35,5.0,0,2,15,0.6,2.9,77.8%,3.9,4,29,0,1,23,7.3,2.4,0.3,11,5.8,64,0,0,ThomDe05
385,Keenan Allen,SDG,24,WR,1,1,7,6,63,10.5,0,6,15,6.0,63.0,85.7%,9.0,,,,0,,,,,6,10.5,63,0,0,AlleKe00
386,Brandon Bostick,NYJ,27,TE,16,7,11,8,63,7.9,0,2,14,0.5,3.9,72.7%,5.7,,,,0,,,,,8,7.9,63,0,0,BostBr00
387,Phillip Supernaw,TEN,26,TE,15,2,5,4,62,15.5,0,3,30,0.3,4.1,80.0%,12.4,,,,0,,,,,4,15.5,62,0,0,SupePh00
388,Dominique Jones,MIA,29,TE,9,2,10,7,61,8.7,1,3,24,0.8,6.8,70.0%,6.1,,,,0,,,,,7,8.7,61,1,0,JoneDo01
389,Jordan Cameron,MIA,28,TE,3,3,11,8,60,7.5,1,3,13,2.7,20.0,72.7%,5.5,,,,0,,,,,8,7.5,60,1,0,CameJo00
390,Jace Amaro,TEN,24,TE,3,0,4,3,59,19.7,0,2,26,1.0,19.7,75.0%,14.8,,,,0,,,,,3,19.7,59,0,0,AmarJa00
391,Brandon Myers,TAM,31,TE,16,9,14,7,59,8.4,1,4,12,0.4,3.7,50.0%,4.2,,,,0,,,,,7,8.4,59,1,0,MyerBr00
392,Jordan Todman,IND,26,RB,16,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,9,59,0,3,19,6.6,3.7,0.6,9,6.6,59,0,0,TodmJo00
393,Nick Williams,ATL,26,WR,2,0,7,5,59,11.8,0,5,19,2.5,29.5,71.4%,8.4,,,,0,,,,,5,11.8,59,0,0,WillNi02
394,Sam Bradford,MIN,29,QB,15,15,1,1,5,5.0,0,0,5,0.1,0.3,100.0%,5.0,20,53,0,3,24,2.7,3.5,1.3,21,2.8,58,0,10,BradSa00
395,Rhett Ellison,MIN,28,TE,15,6,14,9,57,6.3,0,2,21,0.6,3.8,64.3%,4.1,1,1,1,1,1,1.0,0.1,0.1,10,5.8,58,1,0,ElliRh00
396,Joe Flacco,BAL,31,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,21,58,2,6,16,2.8,3.6,1.3,21,2.8,58,2,5,FlacJo00
397,Trevor Siemian,DEN,25,QB,14,14,0,0,0,,0,0,0,0.0,0.0,0.0%,,28,57,0,6,14,2.0,4.1,2.0,28,2.0,57,0,4,SiemTr00
398,Jamaal Charles,KAN,30,RB,3,0,3,2,14,7.0,0,1,16,0.7,4.7,66.7%,4.7,12,40,1,3,17,3.3,13.3,4.0,14,3.9,54,1,0,CharJa00
399,Knile Davis,2TM,25,RB,11,0,7,5,25,5.0,0,0,11,0.5,2.3,71.4%,3.6,18,28,0,0,6,1.6,2.5,1.6,23,2.3,53,0,0,DaviKn00
400,Patrick DiMarco,ATL,27,RB,16,8,10,7,52,7.4,1,3,18,0.4,3.3,70.0%,5.2,,,,0,,,,,7,7.4,52,1,0,DiMaPa00
401,Case Keenum,LAR,28,QB,10,9,0,0,0,,0,0,0,0.0,0.0,0.0%,,20,51,1,8,13,2.6,5.1,2.0,20,2.6,51,1,5,KeenCa00
402,Markus Wheaton,PIT,25,WR,3,2,9,4,51,12.8,1,2,30,1.3,17.0,44.4%,5.7,,,,0,,,,,4,12.8,51,1,0,WheaMa00
403,Tavarres King,NYG,26,WR,7,0,4,2,50,25.0,0,1,44,0.3,7.1,50.0%,12.5,,,,0,,,,,2,25.0,50,0,0,KingTa00
404,Ifeanyi Momah,ARI,27,WR,5,1,4,2,50,25.0,0,2,27,0.4,10.0,50.0%,12.5,,,,0,,,,,2,25.0,50,0,0,MomaIf00
405,Javorius Allen,BAL,25,RB,8,0,4,3,15,5.0,0,2,8,0.4,1.9,75.0%,3.8,9,34,0,0,7,3.8,4.3,1.1,12,4.1,49,0,0,AlleJa01
406,Troymaine Pope,2TM,23,RB,4,0,2,1,5,5.0,0,0,5,0.3,1.3,50.0%,2.5,12,44,0,0,18,3.7,11.0,3.0,13,3.8,49,0,0,PopeTr00
407,Brandon Wilds,NYJ,23,RB,4,0,2,2,20,10.0,0,1,12,0.5,5.0,100.0%,10.0,10,27,0,1,6,2.7,6.8,2.5,12,3.9,47,0,0,WildBr01
408,Malcolm Johnson,CLE,24,TE,7,1,7,5,44,8.8,0,2,21,0.7,6.3,71.4%,6.3,1,2,0,0,2,2.0,0.3,0.1,6,7.7,46,0,1,JohnMa06
409,Nick Boyle,BAL,23,TE,6,0,6,6,44,7.3,0,1,20,1.0,7.3,100.0%,7.3,,,,0,,,,,6,7.3,44,0,0,BoylNi00
410,Quan Bray,IND,23,WR,6,0,4,3,36,12.0,0,1,22,0.5,6.0,75.0%,9.0,1,7,0,0,7,7.0,1.2,0.2,4,10.8,43,0,0,BrayQu00
411,Daniel Lasco,NOR,24,RB,7,0,4,2,11,5.5,0,0,7,0.3,1.6,50.0%,2.8,11,32,0,1,6,2.9,4.6,1.6,13,3.3,43,0,0,LascDa00
412,Joshua Perkins,ATL,23,TE,8,1,5,3,42,14.0,1,2,26,0.4,5.3,60.0%,8.4,,,,0,,,,,3,14.0,42,1,0,PerkJo02
413,Demarcus Ayers,PIT,22,WR,2,1,13,6,53,8.8,1,3,15,3.0,26.5,46.2%,4.1,2,-12,0,0,0,-6.0,-6.0,1.0,8,5.1,41,1,0,AyerDe00
414,Ben Braunecker,CHI,22,TE,13,2,6,4,41,10.3,0,2,14,0.3,3.2,66.7%,6.8,,,,0,,,,,4,10.3,41,0,0,BrauBe00
415,Mike James,TAM,25,RB,4,0,4,4,22,5.5,0,0,6,1.0,5.5,100.0%,5.5,4,19,0,1,9,4.8,4.8,1.0,8,5.1,41,0,0,JameMi00
416,Bradley Marquez,LAR,24,WR,14,0,7,3,37,12.3,0,3,13,0.2,2.6,42.9%,5.3,1,2,0,0,2,2.0,0.1,0.1,4,9.8,39,0,0,MarqBr00
417,Alan Cross,TAM,23,TE,14,0,10,6,38,6.3,1,3,10,0.4,2.7,60.0%,3.8,,,,0,,,,,6,6.3,38,1,0,CrosAl00
418,Dexter McCluster,SDG,27,WR,6,0,11,7,36,5.1,0,3,10,1.2,6.0,63.6%,3.3,3,2,0,0,2,0.7,0.3,0.5,10,3.8,38,0,0,McClDe00
419,Carson Palmer,ARI,37,QB,15,15,0,0,0,,0,0,0,0.0,0.0,0.0%,,14,38,0,3,16,2.7,2.5,0.9,14,2.7,38,0,14,PalmCa00
420,Jeremy Ross,2TM,28,WR,6,1,4,4,37,9.3,1,0,15,0.7,6.2,100.0%,9.3,,,,0,,,,,4,9.3,37,1,0,RossJe01
421,Mike Thomas,LAR,22,WR,15,0,9,3,37,12.3,0,2,16,0.2,2.5,33.3%,4.1,,,,0,,,,,3,12.3,37,0,1,ThomMi04
422,Brandon Williams,SEA,29,TE,16,1,3,2,36,18.0,0,2,20,0.1,2.3,66.7%,12.0,,,,0,,,,,2,18.0,36,0,0,WillBr04
423,Taiwan Jones,OAK,28,RB,13,0,4,4,43,10.8,0,3,16,0.3,3.3,100.0%,10.8,1,-8,0,0,-8,-8.0,-0.6,0.1,5,7.0,35,0,0,JoneTa00
424,Justin Perillo,GNB,25,TE,9,1,5,4,35,8.8,0,1,13,0.4,3.9,80.0%,7.0,,,,0,,,,,4,8.8,35,0,0,PeriJu00
425,Philip Rivers*,SDG,35,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,14,35,0,3,10,2.5,2.2,0.9,14,2.5,35,0,9,RivePh00
426,George Atkinson,CLE,24,RB,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,34,1,3,11,4.9,2.1,0.4,7,4.9,34,1,1,AtkiGe01
427,Terrell Watson,PHI,23,RB,1,0,1,1,5,5.0,0,0,5,1.0,5.0,100.0%,5.0,9,28,1,2,8,3.1,28.0,9.0,10,3.3,33,1,0,WatsTe00
428,Rashad Greene,JAX,24,WR,8,0,8,5,32,6.4,0,1,9,0.6,4.0,62.5%,4.0,,,,0,,,,,5,6.4,32,0,4,GreeRa00
429,Don Jackson,GNB,23,RB,3,1,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,10,32,0,1,7,3.2,10.7,3.3,10,3.2,32,0,0,JackDo01
430,Nick Vannett,SEA,23,TE,9,2,4,3,32,10.7,0,1,21,0.3,3.6,75.0%,8.0,,,,0,,,,,3,10.7,32,0,0,VannNi00
431,Quinton Dunbar,WAS,24,DB,14,2,1,1,31,31.0,0,1,31,0.1,2.2,100.0%,31.0,,,,0,,,,,1,31.0,31,0,1,DunbQu00
432,Gavin Escobar,DAL,25,TE,16,1,7,4,30,7.5,1,2,14,0.3,1.9,57.1%,4.3,,,,0,,,,,4,7.5,30,1,0,EscoGa00
433,Chris Jones,DAL,27,P,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,30,0,1,30,30.0,1.9,0.1,1,30.0,30,0,0,JoneCh02
434,Leonte Carroo,MIA,22,WR,14,2,6,3,29,9.7,1,2,15,0.2,2.1,50.0%,4.8,,,,0,,,,,3,9.7,29,1,0,CarrLe00
435,Lee Smith,OAK,29,TE,4,4,6,6,29,4.8,0,0,12,1.5,7.3,100.0%,4.8,,,,0,,,,,6,4.8,29,0,0,SmitLe00
436,Isaiah Pead,MIA,27,RB,3,0,1,1,6,6.0,0,0,6,0.3,2.0,100.0%,6.0,8,22,0,0,4,2.8,7.3,2.7,9,3.1,28,0,0,PeadIs00
437,Marquette King,OAK,28,P,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,27,0,0,27,13.5,1.7,0.1,2,13.5,27,0,1,KingMa00
438,Niles Paul,WAS,27,WR,8,1,2,2,27,13.5,0,2,16,0.3,3.4,100.0%,13.5,,,,0,,,,,2,13.5,27,0,0,PaulNi00
439,Danny Vitale,CLE,23,RB,9,3,5,4,27,6.8,0,2,17,0.4,3.0,80.0%,5.4,,,,0,,,,,4,6.8,27,0,0,VitaDa00
440,D.J. Foster,NWE,23,WR,3,0,2,1,2,2.0,0,0,2,0.3,0.7,50.0%,1.0,7,24,0,0,7,3.4,8.0,2.3,8,3.3,26,0,0,FostD.01
441,Jon Ryan,SEA,35,P,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,26,0,1,26,13.0,1.6,0.1,2,13.0,26,0,3,RyanJo21
442,Juwan Thompson,DEN,24,RB,8,1,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,8,26,1,2,14,3.3,3.3,1.0,8,3.3,26,1,0,ThomJu01
443,Paxton Lynch,DEN,22,QB,3,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,11,25,0,1,10,2.3,8.3,3.7,11,2.3,25,0,2,LyncPa00
444,Sean McGrath,SDG,29,TE,16,5,2,2,25,12.5,0,2,13,0.1,1.6,100.0%,12.5,,,,0,,,,,2,12.5,25,0,0,McGrSe00
445,Keith Smith,DAL,24,DB,16,1,4,3,20,6.7,0,1,14,0.2,1.3,75.0%,5.0,2,5,0,2,3,2.5,0.3,0.1,5,5.0,25,0,0,SmitKe03
446,Jay Cutler,CHI,33,QB,5,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,24,0,1,12,4.8,4.8,1.0,5,4.8,24,0,6,CutlJa00
447,Trevor Davis,GNB,23,WR,11,0,7,3,24,8.0,1,2,9,0.3,2.2,42.9%,3.4,,,,0,,,,,3,8.0,24,1,2,DaviTr03
448,Shane Wynn,JAX,24,WR,5,0,3,1,19,19.0,0,1,19,0.2,3.8,33.3%,6.3,2,5,0,0,7,2.5,1.0,0.4,3,8.0,24,0,0,WynnSh00
